Layer Name,OBJECTID,Shape,ObservationURI,WellName,APINo,HeaderURI,OtherID,OtherName,BoreholeName,Label,Operator,LeaseOwner,LeaseNo,SpudDate,EndedDrillingDate,WellType,Status,CommodityOfInterest,StatusDate,Function,Production,Field,County,State,PLSS_Meridians,TWP,RGE,Section_,SectionPart,Parcel,UTM_E,UTM_N,UTMDatumZone,LatDegree,LongDegree,SRS,LocationUncertaintyStatement,DrillerTotalDepth,LengthUnits,WellboreShape,TrueVerticalDepth,ElevationGL,BitDiameterCollar,BitDiameterTD,DiameterUnits,Notes,MaximumRecordedTemperature,MeasuredTemperature,CorrectedTemperature,TemperatureUnits,TimeSinceCirculation,CirculationDuration,MeasurementProcedure,CorrectionType,DepthOfMeasurement,MeasurementDateTime,MeasurementFormation,MeasurementSource,CasingLogger,CasingBottomDepthDriller,CasingPipeDiameter,CasingWeight,CasingWeightUnits,CasingThickness,DrillingFluid,Salinity,MudResistivity,Density,FluidLevel,pH,Viscosity,FluidLoss,InformationSource
BoreholeTemperature (Colorado Borehole Temperatures),52188,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064060000_52_6009_29539/,TRICENTROL RES INC 15-43 UTE MTN UTE TRIBAL,05-083-06406-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06406-0000/,,,,05-083-06406-0000,TRICENTROL RES INC,,,1984-03-05T00:00:00,1984-04-13T00:00:00,OilAndGas,Missing,OilAndGas,,,,MARBLE WASH,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,30,SW SW NE,,,,37.1887543,-109.0028875,NAD83,Accuracy unknown,6009,ft,,,5019,,,,,,52.22222222,55.2043827,C,8,,BHT from logging tool.,Depth-based,6009,,ISMAY,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,6009,5.5,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),53318,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064400000_55_6090_30014/,MONSANTO OIL LTD 14-15 UTE MTN TRIBAL,05-083-06440-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06440-0000/,,,,05-083-06440-0000,MONSANTO OIL LTD,,,1986-01-10T00:00:00,1986-01-30T00:00:00,OilAndGas,Missing,OilAndGas,,,,ROADRUNNER,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,31,NW NW SW,,,,37.1868692,-109.0119441,NAD83,Accuracy unknown,6090,ft,,,5070,,,,,,55,58.0167248,C,5,,BHT from logging tool.,Depth-based,6090,,AKAH,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,363,13.375,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),53834,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083065010000_63_6012_29572/,BHP PET(AMERICAS)INC 15-22 UTE,05-083-06501-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06501-0000/,,,,05-083-06501-0000,BHP PET(AMERICAS)INC,,,1987-09-23T00:00:00,1987-10-25T00:00:00,OilAndGas,Missing,OilAndGas,,,,TOWAOC,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,31,SW NW SW,,,,37.1729433,-109.0085319,NAD83,Accuracy unknown,6012,ft,,,4977,,,,,,63.33333333,66.31677397,C,12,,BHT from logging tool.,Depth-based,6012,,DESERT CREEK,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,5597,2.875,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),53870,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064410000_51_6046_29770/,MONSANTO OIL LTD 17-2 SENTINEL PEAK,05-083-06441-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06441-0000/,,,,05-083-06441-0000,MONSANTO OIL LTD,,,1985-07-19T00:00:00,1985-08-19T00:00:00,OilAndGas,Missing,OilAndGas,,,,MARBLE WASH,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,31,SW NE SW,,,,37.1974623,-109.0426598,NAD83,Accuracy unknown,6042,ft,,,4991,,,,,,51.66666666,54.66461578,C,,,BHT from logging tool.,Depth-based,6046,,DESERT CREEK,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,5810,2.875,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),53884,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064390000_61_6271_31275/,WINTERSHALL O&G CO 16-13 SAGEHEN,05-083-06439-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06439-0000/,,,,05-083-06439-0000,WINTERSHALL O&G CO,,,1985-05-29T00:00:00,1985-08-15T00:00:00,OilAndGas,Missing,OilAndGas,,,,SAGEHEN,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33N,20W,31,SW SW SW,,,,37.1044045,-109.0333818,NAD83,Accuracy unknown,6280,ft,,,4955,,,,,,61.11111111,64.20507223,C,4.5,,BHT from logging tool.,Depth-based,6271,,AKAH,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,6102,2.875,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),53891,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064530000_58_6209_30827/,WINTERSHALL O&G CO 9-22 ANTELOPE,05-083-06453-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06453-0000/,,,,05-083-06453-0000,WINTERSHALL O&G CO,,,1985-07-06T00:00:00,1986-02-19T00:00:00,OilAndGas,Missing,OilAndGas,,,,SAGEHEN,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33N,20W,31,SW NW NE,,,,37.119552,-109.03153,NAD83,Accuracy unknown,6209,ft,,,4892,,,,,,58.33333333,61.40083781,C,5.5,,BHT from logging tool.,Depth-based,6209,,PARADOX /SH/,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,6197,5.5,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),53896,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064890000_55_6242_31051/,WINTERSHALL O&G CO 2-32 ELK,05-083-06489-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06489-0000/,,,,05-083-06489-0000,WINTERSHALL O&G CO,,,1986-09-05T00:00:00,1986-12-30T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33N,20W,31,SW NW,,,,37.136392,-108.988472,NAD83,Accuracy unknown,6244,ft,,,4940,,,,,,55.55555555,58.63714179,C,8.5,,BHT from logging tool.,Depth-based,6242,,PARADOX /SH/,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,6244,5.5,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),56734,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083062690000_54_6008_29533/,DAVIS OIL CO 1 TEXACO-UTE,05-083-06269-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06269-0000/,,,,05-083-06269-0000,DAVIS OIL CO,,,1980-03-29T00:00:00,1980-04-24T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,33,NW NE,,,,37.1611104,-109.0301645,NAD83,Accuracy unknown,6006,ft,,,4804,,,,,,54.44444444,57.4261782,C,5,,BHT from logging tool.,Depth-based,6008,,UNKNOWN,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,1004,8.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),56768,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083051610000_46_5867_28598/,TEXACO INCORPORATED 1 A R DAVIS-FEDERAL,05-083-05161-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05161-0000/,,,,05-083-05161-0000,TEXACO INCORPORATED,,,1960-11-25T00:00:00,1960-12-31T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,35N,20W,33,C SE NE,,,,37.2603812,-109.0062095,NAD83,Accuracy unknown,5862,ft,,,5166,,,,,,46.11111111,49.03267735,C,,,BHT from logging tool.,Depth-based,5867,,PARADOX /SH/,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,1716,8.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),58387,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083051580000_50_5690_27269/,TEXACO INCORPORATED 1 GOVT-G D FEHR,05-083-05158-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05158-0000/,,,,05-083-05158-0000,TEXACO INCORPORATED,,,1963-06-21T00:00:00,1963-07-20T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,35N,20W,34,NE SE,,,,37.2531316,-109.0198242,NAD83,Accuracy unknown,5680,ft,,,5012,,,,,,50,52.8460368,C,3,,BHT from logging tool.,Depth-based,5690,,ISMAY LOWER,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,1600,7.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),58442,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083063980000_54_6198_30717/,TRICENTROL RES INC 26-32 TRICENTROL-UTE,05-083-06398-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06398-0000/,,,,05-083-06398-0000,TRICENTROL RES INC,,,1983-11-03T00:00:00,1983-11-23T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33N,20W,34,NW SE SE,,,,37.078117,-108.987832,NAD83,Accuracy unknown,6199,ft,,,4959,,,,,,54.44444444,57.507255,C,5,,BHT from logging tool.,Depth-based,6198,,DESERT CREEK,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,2251,8.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),58780,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083054210000_50_5789_28082/,PAN AMERICAN PETROLE 2 G D FEHR,05-083-05421-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05421-0000/,,,,05-083-05421-0000,PAN AMERICAN PETROLE,,,1964-11-29T00:00:00,1964-12-24T00:00:00,OilAndGas,Missing,OilAndGas,,,,CACHE,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,35N,20W,34,SW SE,,,,37.241997,-109.0195143,NAD83,Accuracy unknown,5790,ft,,,4916,,,,,,50.55555555,53.44383763,C,6,,BHT from logging tool.,Depth-based,5789,,DESERT CREEK,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,5524,2.875,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),59679,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083051620000_47_5883_28709/,TEXACO INCORPORATED 3 MCGHEE-GOVT-B,05-083-05162-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05162-0000/,,,,05-083-05162-0000,TEXACO INCORPORATED,,,1963-06-05T00:00:00,1963-07-01T00:00:00,OilAndGas,Missing,OilAndGas,,,,FLODINE PARK,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,35N,20W,35,C NE NW,,,,37.2639607,-109.0420891,NAD83,Accuracy unknown,5891,ft,,,5218,,,,,,47.77777777,50.70617153,C,,,BHT from logging tool.,Depth-based,5883,,ISMAY,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,132,7.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),59760,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083054270000_51_5985_29377/,DUNCAN WALTER OIL PR 1-14 UTE,05-083-05427-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05427-0000/,,,,05-083-05427-0000,DUNCAN WALTER OIL PR,,,1966-07-14T00:00:00,1966-07-31T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,35,SE SW,,,,37.1901639,-108.9851157,NAD83,Accuracy unknown,5986,ft,,,5027,,,,,,51.66666666,54.63858586,C,7,,BHT from logging tool.,Depth-based,5985,,AKAH,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,177,10.75,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),59813,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083051600000_51_5768_27947/,PAN AMERICAN PETROLE 4 A R DAVIS,05-083-05160-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05160-0000/,,,,05-083-05160-0000,PAN AMERICAN PETROLE,,,1962-12-06T00:00:00,1963-01-02T00:00:00,OilAndGas,Missing,OilAndGas,,,,FLODINE PARK,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,35N,20W,35,NW SW,,,,37.2607595,-109.0370205,NAD83,Accuracy unknown,5768,ft,,,5002,,,,,,51.11111111,53.99043207,C,,,BHT from logging tool.,Depth-based,5768,,DESERT CREEK,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,217,10.75,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),61660,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083065080000_65_6178_30593/,BHP PET(AMERICAS)INC 13-16 UTE,05-083-06508-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06508-0000/,,,,05-083-06508-0000,BHP PET(AMERICAS)INC,,,1988-01-30T00:00:00,1988-02-14T00:00:00,OilAndGas,Missing,OilAndGas,,,,TOWAOC,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,36,SW SE NW,,,,37.1859131,-109.0352387,NAD83,Accuracy unknown,6177,ft,,,5123,,,,,,65,68.05427616,C,4.5,,BHT from logging tool.,Depth-based,6178,,PARADOX SALT,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,354,8.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),62188,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064670000_57_6011_29562/,WINTERSHALL O&G CO 14-14 ROADRUNNER,05-083-06467-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06467-0000/,,,,05-083-06467-0000,WINTERSHALL O&G CO,,,1985-11-08T00:00:00,1985-12-31T00:00:00,OilAndGas,Missing,OilAndGas,,,,ROADRUNNER,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,20W,36,SE NE SE,,,,37.1859626,-108.9984891,NAD83,Accuracy unknown,6008,ft,,,5025,,,,,,57.22222222,60.20523614,C,6.5,,BHT from logging tool.,Depth-based,6011,,AKAH,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,5654,2.875,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),62194,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083066050000_57_5814_28279/,PETROCORP INC 4 SLEEPING UTE,05-083-06605-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06605-0000/,,,,05-083-06605-0000,PETROCORP INC,,,2003-08-24T00:00:00,2003-11-19T00:00:00,OilAndGas,Missing,OilAndGas,,,,SLEEPING UTE,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,34N,20W,36,SE SW,,,,37.2288834,-109.0430005,NAD83,Accuracy unknown,5807,ft,,,4872,,,,,,57.22222222,60.1211723,C,6,,BHT from logging tool.,Depth-based,5814,,DESERT CREEK,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,5700,2.875,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),5795,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083050720000_83_8396_58174/,PHILLIPS PETRLM CO 1 MESA-A,05-083-05072-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05072-0000/,,,,05-083-05072-0000,PHILLIPS PETRLM CO,,,1960-01-28T00:00:00,1960-04-05T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,17W,2,NE SE,,,,37.050499,-108.641543,NAD83,Accuracy unknown,8400,ft,,,5931,,,,,,83.88888888,87.88963,C,,,BHT from logging tool.,Depth-based,8396,,PARADOX /SH/,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,774,13.375,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),5847,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083064950000_89_8859_60103/,WINTERSHALL CORP 31-13 CANYON,05-083-06495-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06495-0000/,,,,05-083-06495-0000,WINTERSHALL CORP,,,1987-04-07T00:00:00,1987-05-11T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33N,16W,2,NW NW SE,,,,37.058735,-108.635362,NAD83,Accuracy unknown,8845,ft,,,5285,,,,,,89.44444444,93.64275692,C,14,,BHT from logging tool.,Depth-based,8859,,DEVONIAN,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,1778,9.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),13735,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083053830000_36_2203_4482/,ATLANTIC RICHFLD CO 1 UTE-12-GOVT,05-083-05383-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05383-0000/,,,,05-083-05383-0000,ATLANTIC RICHFLD CO,,,1966-05-21T00:00:00,1966-05-28T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,17W,7,SE NW NE,,,,37.030397,-108.643859,NAD83,Accuracy unknown,2200,ft,,,5905,,,,,,36.66666666,38.02473082,C,,,BHT from logging tool.,Depth-based,2203,,SANASTEE,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,668,8.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),19927,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083050540000_23_2010_4258/,MITCHELL JOHN F ETAL 1 UTE,05-083-05054-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05054-0000/,,,,05-083-05054-0000,MITCHELL JOHN F ETAL,,,1964-03-17T00:00:00,1964-04-26T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,16W,11,SE SE,,,,37.029962,-108.577815,NAD83,Accuracy unknown,1989,ft,,,5639,,,,,,23.88888888,25.16459608,C,3,,BHT from logging tool.,Depth-based,2010,,SANASTEE,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,487,7,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),27591,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083060590000_26_313_2840/,JEFFREYS J E 31-1 UTE,05-083-06059-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06059-0000/,,,,05-083-06059-0000,JEFFREYS J E,,,1971-11-14T00:00:00,1971-11-29T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33N,16W,16,SE NW NW,,,,37.065756,-108.633012,NAD83,Accuracy unknown,313,ft,,,5328,,,,,,26.66666666,27.21823002,C,,,BHT from logging tool.,Depth-based,313,,MESAVERDE,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,40,7.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),14833,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083050680000_29_836_2908/,CONTINENTAL OIL CO 367 VA STRAT TEST,05-083-05068-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05068-0000/,,,,05-083-05068-0000,CONTINENTAL OIL CO,,,1955-09-10T00:00:00,1955-09-15T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,18W,7,SE NW NW,,,,37.042116,-108.833358,NAD83,Accuracy unknown,840,ft,,,5153,,,,,,29.44444444,30.21918236,C,,,BHT from logging tool.,Depth-based,836,,MORRISON,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,,,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),21027,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083050650000_30_710_2883/,CONTINENTAL OIL CO 368 VA STRAT TEST,05-083-05065-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05065-0000/,,,,05-083-05065-0000,CONTINENTAL OIL CO,,,1955-09-16T00:00:00,1955-09-22T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,18W,11,SE NE,,,,37.027448,-108.851564,NAD83,Accuracy unknown,710,ft,,,5063,,,,,,30.55555555,31.27652675,C,,,BHT from logging tool.,Depth-based,710,,MORRISON,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,,,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),28401,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083050390000_64_6499_33244/,CONTINENTAL OIL CO 2 GOVT,05-083-05039-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05039-0000/,,,,05-083-05039-0000,CONTINENTAL OIL CO,,,1956-06-23T00:00:00,1956-08-09T00:00:00,OilAndGas,Missing,OilAndGas,,,,UTE MOUNTAIN,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,18W,16,SW SE,,,,37.022918,-108.84818,NAD83,Accuracy unknown,6498,ft,,,5039,,,,,,64.44444444,67.63569772,C,,,BHT from logging tool.,Depth-based,6499,,PARADOX /SH/,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,3800,8.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),41386,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083065100000_61_6218_30888/,MAXUS EXPL CO 30-21 JACKELOPE UMT,05-083-06510-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06510-0000/,,,,05-083-06510-0000,MAXUS EXPL CO,,,1988-08-05T00:00:00,1988-08-20T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33.5N,18W,24,NW SW NW,,,,37.1679957,-108.8477785,NAD83,Accuracy unknown,6225,ft,,,5784,,,,,,61.11111111,64.18245607,C,,,BHT from logging tool.,Depth-based,6218,,AKAH,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,572,8.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),16852,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083051410000_65_6928_37133/,GOLDSWORTHY E G 2 PORTER,05-083-05141-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05141-0000/,,,,05-083-05141-0000,GOLDSWORTHY E G,,,1948-07-05T00:00:00,1949-06-25T00:00:00,OilAndGas,Missing,OilAndGas,,,,TOWAOC,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,34.5N,17W,9,SE NE,,,,37.231018,-108.66432,NAD83,Accuracy unknown,6929,ft,,,5934,,,,,,65.55555555,68.92987171,C,,,BHT from logging tool.,Depth-based,6928,,SHINARUMP,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,915,8,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),17986,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083051420000_55_6851_36240/,NATIONAL OIL & GAS 1 HIGGINS,05-083-05142-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05142-0000/,,,,05-083-05142-0000,NATIONAL OIL & GAS,,,1956-03-22T00:00:00,1956-08-30T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,34N,17W,10,W2 SW NW,,,,37.2337852,-108.6653687,NAD83,Accuracy unknown,6849,ft,,,5939,,,,,,55.55555555,58.89701427,C,,,BHT from logging tool.,Depth-based,6851,,DE CHELLY,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,120,9.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),51484,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083060160000_50_7386_45441/,KING RESOURCES 1 UTE,05-083-06016-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-06016-0000/,,,,05-083-06016-0000,KING RESOURCES,,,1967-12-26T00:00:00,1968-01-19T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,33N,17W,30,NE NE NW,,,,37.125507,-108.693174,NAD83,Accuracy unknown,7388,ft,,,5669,,,,,,50.55555555,54.12530947,C,4,,BHT from logging tool.,Depth-based,7386,,DESERT CREEK,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,255,13.625,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),11647,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083050730000_32_901_2921/,CONTINENTAL OIL CO 366 VA STRAT TEST,05-083-05073-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05073-0000/,,,,05-083-05073-0000,CONTINENTAL OIL CO,,,1955-09-07T00:00:00,1955-09-10T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,18W,5,SW SW NE,,,,37.051276,-108.821787,NAD83,Accuracy unknown,900,ft,,,5190,,,,,,32.22222222,33.02469694,C,,,BHT from logging tool.,Depth-based,901,,MORRISON,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,,,,,,,,,,,,,,
BoreholeTemperature (Colorado Borehole Temperatures),13414,,http://resources.usgin.org/uri-gin/cogs/bhtemp/05083050600000_58_6560_33801/,ROCKET & MOHAWK PET 1 UTE INDIAN-B,05-083-05060-0000,http://resources.usgin.org/uri-gin/cogs/well/05-083-05060-0000/,,,,05-083-05060-0000,ROCKET & MOHAWK PET,,,1957-03-31T00:00:00,1957-05-18T00:00:00,OilAndGas,Missing,OilAndGas,,,,WILDCAT,MONTEZUMA,COLORADO,PARADOX BASIN,NEW MEXICO,32N,18W,7,SE SE NE,,,,37.033723,-108.820546,NAD83,Accuracy unknown,6555,ft,,,5099,,,,,,58.88888888,62.10617208,C,,,BHT from logging tool.,Depth-based,6560,,PARADOX /SH/,"Geophysical log header recovered using LogSleuth.  Corrections by P. Morgan, CGS.",,103,13.375,,,,,,,,,,,,
